"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Order"	"Dataset"	"Comparison"	"Author"
"DAP1_0929"	0.0377242009859362	0.000749080813848342	-3.4081429244859	-0.646934152276907	-0.202324973876696	"CPT1A"	"carnitine palmitoyltransferase 1A (liver)"	122	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3858"	0.040511680654695	0.000815437579018595	-3.38395494627503	-0.721436198333933	-0.214990595611265	"STX3"	"syntaxin 3"	123	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5981"	0.040511680654695	0.000817618554879912	-3.38319153747562	-0.723779670535373	-0.187744514106569	"HNRPR"	"heterogeneous nuclear ribonucleoprotein R"	124	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4067"	0.0410995708423582	0.000836700217155509	-3.3765922068617	-0.744017719887239	-0.274583072100308	"PTPN9"	"protein tyrosine phosphatase, non-receptor type 9"	125	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2991"	0.0410995708423582	0.000842862292665549	-3.37449103413079	-0.750453736035415	-0.160563740856842	"HNRPH2"	"heterogeneous nuclear ribonucleoprotein H2 (H')"	126	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0154"	0.0428003015381511	0.000891753650192772	-3.35830984561002	-0.799894404374025	-0.0966431556948937	"VHL"	"von Hippel-Lindau tumor suppressor"	127	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5293"	0.0428003015381511	0.000895615018525469	-3.35706736353638	-0.803681710137677	-0.23925339602925	"DDEF2"	"development and differentiation enhancing factor 2"	128	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4957"	0.0428003015381511	0.00089863914362329	-3.35609776387581	-0.806636327335249	-0.162849007314513	"CTNNA1"	"catenin (cadherin-associated protein), alpha 1, 102kDa"	129	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2707"	0.045778705368261	0.000968624950825834	3.33446810846264	-0.872343402966888	0.402379832810864	"CYP2J2"	"cytochrome P450, family 2, subfamily J, polypeptide 2"	130	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2941"	0.0459972137779555	0.000980734864080757	3.33087391288464	-0.883224075517921	0.532860501567393	"CD38"	"CD38 molecule"	131	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4982"	0.0462596000118309	0.000993858594004179	-3.32702516794102	-0.894863371681557	-0.289590909090906	"NME3"	"non-metastatic cells 3, protein expressed in"	132	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3066"	0.046340161443466	0.0010031317499969	3.32433408297836	-0.902994339516097	0.371730929989553	"AOX1"	"aldehyde oxidase 1"	133	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1099"	0.0466120289097309	0.00101660349510155	-3.32046552215613	-0.914672376868475	-0.241818704284221	"DPH5"	"DPH5 homolog (S. cerevisiae)"	134	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1051"	0.0469262325415077	0.00103109397674211	-3.31635731050745	-0.927060143698392	-0.232681295715773	"MAPK8IP2"	"mitogen-activated protein kinase 8 interacting protein 2"	135	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4305"	0.0472493357820557	0.00104926258084074	-3.31128154325651	-0.942345943964718	-0.292834378265411	"HPRT1"	"hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)"	136	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5229"	0.0472493357820557	0.00106049016027642	-3.30818560933949	-0.951658839292237	-0.608208986415876	"ERG"	"v-ets erythroblastosis virus E26 oncogene homolog (avian)"	137	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3811"	0.0472493357820557	0.00106766589007749	3.30622287598431	-0.957558791880512	0.193070010449322	"MGAT2"	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	138	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4165"	0.0472493357820557	0.00107194803389861	3.30505744425422	-0.961060539218001	0.138784743991629	"REPS2"	"RALBP1 associated Eps domain containing 2"	139	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_1707"	0.0472493357820557	0.00107664502107549	-3.30378407680417	-0.964885298402234	-0.185660397074187	"HOXB13"	"homeobox B13"	140	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3101"	0.04892988199021	0.00112290256520501	-3.29151223842601	-1.00167606991714	-0.17599373040753	"HSF1"	"heat shock transcription factor 1"	141	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3741"	0.0502509504240699	0.00116918199138907	3.27969608657305	-1.03698141069849	0.333655172413785	"ST6GAL1"	"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1"	142	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5297"	0.0502509504240699	0.00116957778493522	-3.27959691909001	-1.03727721653408	-0.215438349007311	"DNMT1"	"DNA (cytosine-5-)-methyltransferase 1"	143	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2136"	0.0521885613962662	0.00122316940772499	-3.26644900857762	-1.07642292147706	-0.284014629049114	"DLG7"	"discs, large homolog 7 (Drosophila)"	144	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2164"	0.0522165615084535	0.00123299418132299	-3.26409683326034	-1.08341082568489	-0.263074190177639	"TPST1"	"tyrosylprotein sulfotransferase 1"	145	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2173"	0.0522165615084535	0.00124082323897041	-3.26223488267922	-1.0889390622362	-0.117218913270646	"HSPA9"	"heat shock 70kDa protein 9 (mortalin)"	146	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0437"	0.0525470845860154	0.0012598773943004	-3.25774849230765	-1.10224744573378	-0.160821839080455	"KIAA0317"	"KIAA0317"	147	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0361"	0.0525470845860154	0.00126578263651209	-3.25637085554479	-1.10633065972152	-0.281478056426328	"NCOR2"	"nuclear receptor co-repressor 2"	148	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2065"	0.0538218575775015	0.00130525012679813	-3.24731373353339	-1.13313558369697	-0.198562695924767	"COL3A1"	"collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)"	149	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5988"	0.0550337419654653	0.00134359721595374	-3.23875389357871	-1.15840537602159	-0.336519331243466	"PTK6"	"PTK6 protein tyrosine kinase 6"	150	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4091"	0.0552208560202765	0.00135715319971708	3.2357820649071	-1.16716419524868	0.206025078369915	"ANXA4"	"annexin A4"	151	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2853"	0.0552367275847577	0.00137235959774472	3.23248100418691	-1.1768846403682	0.246200104493202	"AZGP1"	"alpha-2-glycoprotein 1, zinc-binding"	152	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3740"	0.0552367275847577	0.00137552397794074	-3.23179833427932	-1.17889371484082	-0.150794148380358	"SAFB"	"scaffold attachment factor B"	153	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1562"	0.0572148275097162	0.0014340956114089	-3.21941834010678	-1.2152595278303	-0.233717868338553	"SNCA"	"synuclein, alpha (non A4 component of amyloid precursor)"	154	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1730"	0.0572196091849859	0.00144927690681928	3.21628606655928	-1.2244400085787	0.428352664576801	"PGM5"	"phosphoglucomutase 5"	155	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0153"	0.0572196091849859	0.00145284163946253	3.21555498369733	-1.22658157255435	0.160057471264372	"PDE6A"	"phosphodiesterase 6A, cGMP-specific, rod, alpha"	156	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0063"	0.0573559262634822	0.00146563808974067	3.21294420945898	-1.23422564697711	0.346231974921626	"CLDN10"	"claudin 10"	157	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5615"	0.0576305483710371	0.00148203558636456	-3.20962943361288	-1.24392268523048	-0.256819226750267	"PRAF2"	"PRA1 domain family, member 2"	158	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0974"	0.0587436588513455	0.00152022164019595	-3.2020398588792	-1.26609031536184	-0.278829153605013	"CUL7"	"cullin 7"	159	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2296"	0.059607866320799	0.0015600924922491	3.19430154040307	-1.28864236082394	0.11649529780563	"BAIAP2"	"BAI1-associated protein 2"	160	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3381"	0.059607866320799	0.00156198998659646	3.19393784765046	-1.28970103953964	0.264667711598747	"PIP5K1B"	"phosphatidylinositol-4-phosphate 5-kinase, type I, beta"	161	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0780"	0.0596563635336076	0.00157297052285879	-3.19184120495646	-1.29580201098001	-0.1920052246604	"FAM50A"	"family with sequence similarity 50, member A"	162	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1087"	0.0613187355986169	0.00162678286174716	-3.18175808105299	-1.32509080331038	-0.170909613375125	"CDK2AP1"	"CDK2-associated protein 1"	163	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3910"	0.0636952793011845	0.00170019951259672	3.16848818666736	-1.36350539266556	0.249005747126436	"EN2"	"engrailed homeobox 2"	164	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0840"	0.0639739080164075	0.00171804928755001	-3.16534205413519	-1.37259119676413	-0.128256008359459	"NCBP2"	"nuclear cap binding protein subunit 2, 20kDa"	165	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0152"	0.0644640671790705	0.00174170494005952	-3.16121884155524	-1.38448606054961	-0.196316614420063	"GTF2H1"	"general transcription factor IIH, polypeptide 1, 62kDa"	166	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3377"	0.0644783102441087	0.00175258427909605	-3.1593399097094	-1.38990173255802	-0.242209508881915	"XRCC1"	"X-ray repair complementing defective repair in Chinese hamster cells 1"	167	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5291"	0.0644845957493905	0.0017632506650224	-3.15750819338839	-1.39517843870965	-0.158016196447235	"LDHA"	"lactate dehydrogenase A"	168	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0992"	0.0650203900859239	0.0017884840371942	-3.15321536060223	-1.40753386523147	-0.289827063740869	"MEST"	"mesoderm specific transcript homolog (mouse)"	169	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4065"	0.0660321995562831	0.00182706281324351	-3.14675912423299	-1.42608651871677	-0.25673145245559	"DARS"	"aspartyl-tRNA synthetase"	170	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3789"	0.0661588199257954	0.00184133434363786	3.1444026294992	-1.43284935268155	0.203431034482751	"MTM1"	"myotubularin 1"	171	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2693"	0.0667338753148085	0.00186820093654737	-3.14001186736605	-1.44543772105678	-0.134454545454554	"PTPN12"	"protein tyrosine phosphatase, non-receptor type 12"	172	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0208"	0.067095373869097	0.00188924148426982	-3.13661377604452	-1.45516887639474	-0.155466039707433	"ARHGAP29"	"Rho GTPase activating protein 29"	173	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_2787"	0.068153272438292	0.0019418043998812	3.12827506635195	-1.47900705896321	0.134840647857878	"CD44"	"CD44 molecule (Indian blood group)"	174	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2534"	0.068153272438292	0.00194542576905097	-3.12770826443449	-1.48062525685652	-0.235710031347963	"SIPA1L1"	"signal-induced proliferation-associated 1 like 1"	175	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_4951"	0.068153272438292	0.00195402360010968	-3.12636645796382	-1.48445497721289	-0.158402298850582	"MAP7"	"microtubule-associated protein 7"	176	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3561"	0.068153272438292	0.0019693284485489	3.12399135789784	-1.491230131071	0.243984848484848	"KLF5"	"Kruppel-like factor 5 (intestinal)"	177	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3481"	0.068153272438292	0.0019880860711117	3.12110355824056	-1.49946135288324	0.304045454545454	"ARMCX2"	"armadillo repeat containing, X-linked 2"	178	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4334"	0.068153272438292	0.00200051740074534	3.11920353315424	-1.50487321823464	0.2615355276907	"SPRR1A"	"small proline-rich protein 1A"	179	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1678"	0.068153272438292	0.00200301641168568	-3.11882289565142	-1.50595702448798	-0.187573145245553	"SKIL"	"SKI-like oncogene"	180	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1700"	0.068153272438292	0.00200777055848484	-3.1180999745958	-1.50801509154996	-0.223331765935212	"PRKCD"	"protein kinase C, delta"	181	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5618"	0.068446306899238	0.00203008550168485	-3.11472770086226	-1.51760967825799	-0.128347439916393	"LPGAT1"	"lysophosphatidylglycerol acyltransferase 1"	182	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1262"	0.068446306899238	0.00203868394572926	-3.11343740861902	-1.52127818537544	-0.446646812957159	"ESM1"	"endothelial cell-specific molecule 1"	183	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2369"	0.0703842846382912	0.00210786269099049	3.10323525615817	-1.55023475611554	0.38495036572623	"BRDG1"	NA	184	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2986"	0.0706115914765005	0.00212616282928916	3.10058809806117	-1.55773368735779	0.189491640543359	"NBL1"	"neuroblastoma, suppression of tumorigenicity 1"	185	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5013"	0.0748822448056998	0.00226694295798505	3.08089864192006	-1.61332351365094	0.206231974921641	"VPS41"	"vacuolar protein sorting 41 homolog (S. cerevisiae)"	186	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_1844"	0.0750535653799852	0.0022882465341873	3.07801779306291	-1.62142944787956	0.203460292580981	"SHB"	"Src homology 2 domain containing adaptor protein B"	187	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5968"	0.0750535653799852	0.00229656091983028	-3.0769001484746	-1.62457229776525	-0.199658307210026	"LAMB1"	"laminin, beta 1"	188	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5754"	0.0755301561805158	0.0023234374215686	3.07331264352528	-1.63465328494201	0.379661442006272	"ESRRG"	"estrogen-related receptor gamma"	189	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_0162"	0.0755357472545267	0.00233590364231121	-3.07166159243514	-1.63928910232345	-0.286090909090907	"ENC1"	"ectodermal-neural cortex (with BTB-like domain)"	190	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5893"	0.0760008163165425	0.00237671017298264	3.06631325277334	-1.65429022017503	0.136723615464991	"CCNG2"	"cyclin G2"	191	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_2261"	0.0760008163165425	0.0023865094080134	-3.06504149971185	-1.65785367064195	-0.266154649947746	"NUP205"	"nucleoporin 205kDa"	192	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3105"	0.0760008163165425	0.00238739543442264	-3.06492674748478	-1.65817513847604	-0.243022988505743	"MAP3K5"	"mitogen-activated protein kinase kinase kinase 5"	193	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_3039"	0.0785770516653653	0.00248111133188165	-3.05300517082278	-1.69151121144142	-0.288916405433643	"HPS5"	"Hermansky-Pudlak syndrome 5"	194	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2180"	0.0792927154691877	0.00253566604057904	-3.04625467767457	-1.71033376354855	-0.323189655172413	"DHFR"	"dihydrofolate reductase"	195	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3126"	0.0792927154691877	0.00254058466135858	-3.0456526381551	-1.71201055649811	-0.228929989550677	"ISG20L2"	"interferon stimulated exonuclease gene 20kDa-like 2"	196	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_0186"	0.0792927154691877	0.00257299369967605	-3.04171235539753	-1.7229773493916	-0.160668234064794	"RELA"	"v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)"	197	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0813"	0.0792927154691877	0.00257484847593821	-3.04148823504768	-1.72360073430436	-0.280193312434687	"PKN1"	"protein kinase N1"	198	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5842"	0.0792927154691877	0.00257578995865929	-3.04137452854507	-1.72391698959195	-0.306002612330198	"TDO2"	"tryptophan 2,3-dioxygenase"	199	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_1671"	0.0792927154691877	0.0025874402118537	-3.03997063503917	-1.72782077158751	-0.331104493207938	"EPB41L4B"	"erythrocyte membrane protein band 4.1 like 4B"	200	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3051"	0.0792927154691877	0.00259404879708768	-3.03917685968783	-1.7300272645324	-0.184508881922675	"RNPS1"	"RNA binding protein S1, serine-rich domain"	201	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_0697"	0.0794098251301009	0.00261080479757168	3.03717255092275	-1.73559633868271	0.423854231974923	"LCN2"	"lipocalin 2 (oncogene 24p3)"	202	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_4197"	0.080638645524544	0.00266613678523757	3.03063683349947	-1.75373234369729	0.186385057471272	"PRKCQ"	"protein kinase C, theta"	203	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3501"	0.080638645524544	0.00268283330228214	-3.02868914291695	-1.75912995011264	-0.107439393939405	"SIVA1"	"SIVA1, apoptosis-inducing factor"	204	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2890"	0.080638645524544	0.00269057980672713	3.02778927294754	-1.76162265257859	0.205960815047021	"HK2"	"hexokinase 2"	205	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_0206"	0.0818299550208164	0.00275187926593111	-3.02075121021937	-1.78109471869055	-0.248857889237206	"RASGRP3"	"RAS guanyl releasing protein 3 (calcium and DAG-regulated)"	206	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5056"	0.0818299550208164	0.00275696625802555	-3.02017363905778	-1.78269079444801	-0.178727795193316	"UGDH"	"UDP-glucose dehydrogenase"	207	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_2205"	0.0836566074926909	0.00283212473282547	-3.01175235120083	-1.80593002921112	-0.23998066875652	"RNASE1"	"ribonuclease, RNase A family, 1 (pancreatic)"	208	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_2051"	0.0841215618861041	0.00286155703681572	-3.00851034894442	-1.81486043971625	-0.573726227795193	"CRISP3"	"cysteine-rich secretory protein 3"	209	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4965"	0.084553187490559	0.0028931889066592	-3.00506000573264	-1.82435487344852	-0.181658829676076	"POLR2K"	"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa"	210	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_1338"	0.084553187490559	0.00290376343758267	-3.00391427426905	-1.8275053722528	-0.174396551724143	"TRIB1"	"tribbles homolog 1 (Drosophila)"	211	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_3347"	0.0851418338523295	0.00294550756447358	2.99942844261586	-1.83982957606416	0.216834378265416	"SRD5A2"	"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"	212	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4271"	0.0851418338523295	0.00295510902377205	-2.99840492231813	-1.84263914480484	-0.335996865203764	"PHC2"	"polyhomeotic homolog 2 (Drosophila)"	213	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4951"	0.0851418338523295	0.00297666448761518	-2.99611816592229	-1.84891306481869	-0.163075235109719	"KLF10"	"Kruppel-like factor 10"	214	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_5091"	0.0851418338523295	0.00299946942188129	2.99371533268808	-1.85550063038394	0.481094043887152	"ANPEP"	"alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)"	215	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3569"	0.0851418338523295	0.00303477827331908	2.99002787924162	-1.8656004770396	0.298372518286305	"SLC4A4"	"solute carrier family 4, sodium bicarbonate cotransporter, member 4"	216	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_5237"	0.0851418338523295	0.00303713301368518	-2.98978336527294	-1.86626978342444	-0.303036572622776	"HRAS"	"v-Ha-ras Harvey rat sarcoma viral oncogene homolog"	217	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4148"	0.0851418338523295	0.00305415331523967	2.98802114478828	-1.87109198345224	0.183247648902817	"DCXR"	"dicarbonyl/L-xylulose reductase"	218	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP2_3096"	0.0851418338523295	0.0030619109159224	-2.98722093624988	-1.87328082345995	-0.250387669801468	"SAC3D1"	"SAC3 domain containing 1"	219	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP3_5268"	0.0851418338523295	0.00306257296306696	2.98715273117147	-1.87346736197455	0.376612330198538	"GSTT2"	"glutathione S-transferase theta 2"	220	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3670"	0.0851418338523295	0.0030642390718458	-2.98698114597044	-1.87393662390914	-0.354740856844311	"UBE2C"	"ubiquitin-conjugating enzyme E2C"	221	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_4042"	0.0851418338523295	0.00310300250927136	2.98301302232002	-1.88478186276542	0.359970219435731	"CHI3L1"	"chitinase 3-like 1 (cartilage glycoprotein-39)"	222	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP1_3077"	0.0851418338523295	0.00310823723432377	2.98248064223177	-1.8862358793994	0.261100835945667	"PDE6G"	"phosphodiesterase 6G, cGMP-specific, rod, gamma"	223	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
"DAP4_5082"	0.0851418338523295	0.00310832599783741	-2.98247162192533	-1.88626051323224	-0.251478578892373	"ALDH18A1"	"aldehyde dehydrogenase 18 family, member A1"	224	"GSE16560"	"Lethal vs. Indolent"	"Sboner"
